Algorithm,Plaintext,Ciphertext,Key
Scytale,0f08b5e14d57414c73f313aaa3ed5882,0B 44 71 A5 F5 D1 33 38 0E 54 FA E8 81 7C 3A D2,4
Columnar Transposition,5e432f7d991dee4afe868c3ebdd0c659,3D DA 6E 09 EF 9E EC D6 52 9E F8 BC 47 14 83 D5,"['K', 'E', 'Y', '1']"
Columnar Transposition,5e432f7d991dee4afe868c3ebdd0c659,A9 E6 EC 45 DE FC 28 73 36 EE 5F 48 D0 9D 9B 1D,"['K', 'E', 'Y', '2']"
Scytale,5e432f7d991dee4afe868c3ebdd0c659,52 9E F8 BC EF 9E EC D6 47 14 83 D5 3D DA 6E 09,4
Columnar Transposition,f2e665733d478df627f4d5f3a224cc92,63 76 43 42 25 DD 75 2C F6 38 2D AC E7 4F FF 29,"['K', 'E', 'Y', '1']"
Columnar Transposition,f2e665733d478df627f4d5f3a224cc92,62 DC 8C F9 33 55 6D 7F 64 27 F2 EF 74 D2 3A 42,"['K', 'E', 'Y', '2']"
Scytale,f2e665733d478df627f4d5f3a224cc92,F6 38 2D AC 25 DD 75 2C E7 4F FF 29 63 76 43 42,4
Columnar Transposition,1478273e2e65cca7031cb55af52368ad,8E 57 CA 3D 47 EC 35 58 12 2C 0B F6 73 6A 15 2A,"['K', 'E', 'Y', '1']"
Columnar Transposition,1478273e2e65cca7031cb55af52368ad,7D C8 C6 AA EA 75 2B 35 8C 43 10 71 53 E5 2F 62,"['K', 'E', 'Y', '2']"
Scytale,1478273e2e65cca7031cb55af52368ad,12 2C 0B F6 47 EC 35 58 73 6A 15 2A 8E 57 CA 3D,4
Columnar Transposition,77a5312656770b4e637ad902855917fc,56 7E A2 9C 71 6B 39 57 73 50 6D 81 A2 74 70 5F,"['K', 'E', 'Y', '1']"
Columnar Transposition,77a5312656770b4e637ad902855917fc,EC B7 01 4F 62 19 3D 20 5A 73 76 A7 79 65 58 75,"['K', 'E', 'Y', '2']"
Scytale,77a5312656770b4e637ad902855917fc,73 50 6D 81 71 6B 39 57 A2 74 70 5F 56 7E A2 9C,4
Columnar Transposition,b9b96d550ff3e4ab6b760c5631be2e16,95 3B 66 E6 9D F4 BC 1E B6 0E 60 32 B5 FA 75 B1,"['K', 'E', 'Y', '1']"
Columnar Transposition,b9b96d550ff3e4ab6b760c5631be2e16,B6 4E E2 A1 56 DC 60 55 96 9B B6 B7 3E F1 03 FB,"['K', 'E', 'Y', '2']"
Scytale,b9b96d550ff3e4ab6b760c5631be2e16,B6 0E 60 32 9D F4 BC 1E B5 FA 75 B1 95 3B 66 E6,4
Columnar Transposition,238494398e4cfc6c3f1ba2c7b41ec9f5,49 CC B7 E5 34 EC F2 49 29 8F 3A BC 83 46 1C 1F,"['K', 'E', 'Y', '1']"
Columnar Transposition,238494398e4cfc6c3f1ba2c7b41ec9f5,C5 C9 FC 6F 97 42 9A 3C 4B 3F 23 81 CE E4 8B 41,"['K', 'E', 'Y', '2']"
Scytale,238494398e4cfc6c3f1ba2c7b41ec9f5,29 8F 3A BC 34 EC F2 49 83 46 1C 1F 49 CC B7 E5,4
Columnar Transposition,1b8132c26c87a120d6cc5c9d94f9ef37,12 70 CD 97 B2 C1 6C 4F 13 6A D5 9E 8C 82 C9 F3,"['K', 'E', 'Y', '1']"
Columnar Transposition,1b8132c26c87a120d6cc5c9d94f9ef37,07 1F AE 23 2D 2C 35 C9 1C B6 1D 8C 79 C4 69 8F,"['K', 'E', 'Y', '2']"
Scytale,1b8132c26c87a120d6cc5c9d94f9ef37,13 6A D5 9E B2 C1 6C 4F 8C 82 C9 F3 12 70 CD 97,4
Columnar Transposition,d92ae87c0d3e1021bbf9c4b99ccf253c,AC E1 99 FC 98 D0 B4 C5 DE 01 BC 92 27 32 FB C3,"['K', 'E', 'Y', '1']"
Columnar Transposition,d92ae87c0d3e1021bbf9c4b99ccf253c,1C 05 12 23 C9 84 EC 7B A9 9B DB 2F EF DC 09 3C,"['K', 'E', 'Y', '2']"
Scytale,d92ae87c0d3e1021bbf9c4b99ccf253c,DE 01 BC 92 98 D0 B4 C5 27 32 FB C3 AC E1 99 FC,4
Columnar Transposition,fef77895708d5202eda4ac05a5a2e98c,75 D2 45 2C E8 02 DC 59 F7 75 EA AE F9 80 A0 A8,"['K', 'E', 'Y', '1']"
Columnar Transposition,fef77895708d5202eda4ac05a5a2e98c,2C 29 5E 08 55 8C 7A 90 74 ED FE FA D2 05 7A 8A,"['K', 'E', 'Y', '2']"
Scytale,fef77895708d5202eda4ac05a5a2e98c,F7 75 EA AE E8 02 DC 59 F9 80 A0 A8 75 D2 45 2C,4
Columnar Transposition,943063c293dcf053e43de0e690646c32,02 C3 D6 42 43 30 40 0C 96 9F EE 96 3C D5 3E 63,"['K', 'E', 'Y', '1']"
Columnar Transposition,943063c293dcf053e43de0e690646c32,32 0C F6 53 26 30 6E CE 0D 44 9E 33 C4 30 99 D6,"['K', 'E', 'Y', '2']"
Scytale,943063c293dcf053e43de0e690646c32,96 9F EE 96 43 30 40 0C 3C D5 3E 63 02 C3 D6 42,4
Columnar Transposition,1caeabaedc21d1fa4eb125b17f773140,EE 1A 11 70 CB C1 E5 F1 1A DD 42 73 AA 2F BB 74,"['K', 'E', 'Y', '1']"
Columnar Transposition,1caeabaedc21d1fa4eb125b17f773140,A0 11 D3 F4 E1 B5 A2 AB E1 CE 14 AB 17 CF D7 27,"['K', 'E', 'Y', '2']"
Scytale,1caeabaedc21d1fa4eb125b17f773140,1A DD 42 73 CB C1 E5 F1 AA 2F BB 74 EE 1A 11 70,4
Columnar Transposition,d7f5e9ee4b3c192f7628297fa4a94123,5E CF 8F 93 79 B9 69 41 DE 41 72 A4 FE 32 27 A2,"['K', 'E', 'Y', '1']"
Columnar Transposition,d7f5e9ee4b3c192f7628297fa4a94123,F3 91 14 22 EF 99 E2 E7 58 76 D7 F2 C9 B4 4A 3A,"['K', 'E', 'Y', '2']"
Scytale,d7f5e9ee4b3c192f7628297fa4a94123,DE 41 72 A4 79 B9 69 41 FE 32 27 A2 5E CF 8F 93,4
Columnar Transposition,f53e843bfc139839c710d76ee01712bf,EB 39 0E 7F 54 C8 77 02 F8 F9 CD E1 33 13 16 1B,"['K', 'E', 'Y', '1']"
Columnar Transposition,f53e843bfc139839c710d76ee01712bf,9F 82 91 3B BE 47 8D 36 E0 57 FC 31 37 C0 FE 11,"['K', 'E', 'Y', '2']"
Scytale,f53e843bfc139839c710d76ee01712bf,F8 F9 CD E1 54 C8 77 02 33 13 16 1B EB 39 0E 7F,4
Columnar Transposition,4115afa106614e2cba9f282813b62117,51 1C F8 67 1F 6E A8 31 4A 04 B2 12 1A 62 92 B1,"['K', 'E', 'Y', '1']"
Columnar Transposition,4115afa106614e2cba9f282813b62117,C7 E1 42 21 18 F8 A2 A2 5F 1A 4B 19 16 63 01 6B,"['K', 'E', 'Y', '2']"
Scytale,4115afa106614e2cba9f282813b62117,4A 04 B2 12 1F 6E A8 31 1A 62 92 B1 51 1C F8 67,4
Columnar Transposition,e50d77c029f19fba4cc490c9e6d07149,D0 1A 49 09 57 9F C0 61 E7 29 49 E7 0C FB CC D4,"['K', 'E', 'Y', '1']"
Columnar Transposition,e50d77c029f19fba4cc490c9e6d07149,A9 F1 97 B4 09 70 79 CC D4 5C E4 0C 10 96 2E FD,"['K', 'E', 'Y', '2']"
Scytale,e50d77c029f19fba4cc490c9e6d07149,E7 29 49 E7 57 9F C0 61 0C FB CC D4 D0 1A 49 09,4
Columnar Transposition,8362d7b14d166f9c6e6f7d0c1781b195,21 6C FC 15 37 DF ED 71 8D 46 67 1B 6B 19 60 89,"['K', 'E', 'Y', '1']"
Columnar Transposition,8362d7b14d166f9c6e6f7d0c1781b195,C5 F1 6B 99 1C 7D D7 B0 2F 3E 86 66 61 D7 41 18,"['K', 'E', 'Y', '2']"
Scytale,8362d7b14d166f9c6e6f7d0c1781b195,8D 46 67 1B 37 DF ED 71 6B 19 60 89 21 6C FC 15,4
Columnar Transposition,d12aeb23ffb1af03683d57ae5f62de1a,A3 13 DE 2A 1B FF 87 FE DE FA 65 5D 22 B0 3A 61,"['K', 'E', 'Y', '1']"
Columnar Transposition,d12aeb23ffb1af03683d57ae5f62de1a,3A FE AD 01 3E B7 E5 2A AD 18 D6 23 12 FF F5 B6,"['K', 'E', 'Y', '2']"
Scytale,d12aeb23ffb1af03683d57ae5f62de1a,DE FA 65 5D 1B FF 87 FE 22 B0 3A 61 A3 13 DE 2A,4
Columnar Transposition,ec79c6225d2b2cadd8cc751ad2fdc29e,92 BD CA DE C6 DC 85 22 EC 52 D7 DC 72 2A C1 F9,"['K', 'E', 'Y', '1']"
Columnar Transposition,ec79c6225d2b2cadd8cc751ad2fdc29e,DE C2 2C A9 2A 65 C7 21 9C C8 ED 7C BD D2 5D 2F,"['K', 'E', 'Y', '2']"
Scytale,ec79c6225d2b2cadd8cc751ad2fdc29e,EC 52 D7 DC C6 DC 85 22 72 2A C1 F9 92 BD CA DE,4
Columnar Transposition,b302483711857a6aef6c1637a66e3f23,27 5A C7 E3 38 1A F6 6F B4 17 E1 A3 03 86 63 62,"['K', 'E', 'Y', '1']"
Columnar Transposition,b302483711857a6aef6c1637a66e3f23,A3 AF 73 62 77 86 41 33 2C 3F BE 06 5E 16 1A 86,"['K', 'E', 'Y', '2']"
Scytale,b302483711857a6aef6c1637a66e3f23,B4 17 E1 A3 38 1A F6 6F 03 86 63 62 27 5A C7 E3,4
Columnar Transposition,1cf9e72ca15849b5bd4d93c2445d976c,9C 85 D2 DC C7 19 D3 47 1E A4 B9 49 F2 5B 4C 56,"['K', 'E', 'Y', '1']"
Columnar Transposition,1cf9e72ca15849b5bd4d93c2445d976c,5C 97 49 B6 C2 73 E9 2C 9D CD 1B F4 8D 14 A4 55,"['K', 'E', 'Y', '2']"
Scytale,1cf9e72ca15849b5bd4d93c2445d976c,1E A4 B9 49 C7 19 D3 47 F2 5B 4C 56 9C 85 D2 DC,4
Columnar Transposition,584a93e5ff040147c6330ce35fabd15e,A5 47 33 BE 83 F1 6C F1 59 F0 C0 5D 4E 04 3E A5,"['K', 'E', 'Y', '1']"
Columnar Transposition,584a93e5ff040147c6330ce35fabd15e,7E 11 0D 45 53 3C 90 EE A3 86 5C 43 4B FF F5 0A,"['K', 'E', 'Y', '2']"
Scytale,584a93e5ff040147c6330ce35fabd15e,59 F0 C0 5D 83 F1 6C F1 4E 04 3E A5 A5 47 33 BE,4
Columnar Transposition,c03eea18fba6d33dd8311cafc691346c,E8 6D 1F 1C 0A B3 8C 64 CE FD D1 C3 31 A3 3A 96,"['K', 'E', 'Y', '1']"
Columnar Transposition,c03eea18fba6d33dd8311cafc691346c,DC 34 D3 36 8F AC E1 1A E1 08 CD 33 61 B6 FC A9,"['K', 'E', 'Y', '2']"
Scytale,c03eea18fba6d33dd8311cafc691346c,CE FD D1 C3 0A B3 8C 64 31 A3 3A 96 E8 6D 1F 1C,4
Columnar Transposition,c0680da4c17037ae9c4a539e5bdef56d,84 0E AE ED 0D 17 C3 B5 C0 C3 95 5F 6A 7A 49 D6,"['K', 'E', 'Y', '1']"
Columnar Transposition,c0680da4c17037ae9c4a539e5bdef56d,ED 75 3F A6 4E D3 05 A9 8A 0C C9 64 0E 1B C5 7D,"['K', 'E', 'Y', '2']"
Scytale,c0680da4c17037ae9c4a539e5bdef56d,C0 C3 95 5F 0D 17 C3 B5 6A 7A 49 D6 84 0E AE ED,4
Columnar Transposition,1fc6005dfb6feca4aa85d5f9ee8ed3a7,6D F4 59 E7 F0 BC A5 E3 10 FE AD ED C5 6A 8F 8A,"['K', 'E', 'Y', '1']"
Columnar Transposition,1fc6005dfb6feca4aa85d5f9ee8ed3a7,47 C3 ED AA D9 05 0D 5F 65 FA 1A C8 FE BE FE 68,"['K', 'E', 'Y', '2']"
Scytale,1fc6005dfb6feca4aa85d5f9ee8ed3a7,10 FE AD ED F0 BC A5 E3 C5 6A 8F 8A 6D F4 59 E7,4
Columnar Transposition,4e7dc2dc8d8df4c526f083640d2e840c,DC D5 04 EC E2 D4 63 D4 4C 8F 28 08 7D 8C F6 20,"['K', 'E', 'Y', '1']"
Columnar Transposition,4e7dc2dc8d8df4c526f083640d2e840c,5C 44 F8 C0 C4 23 C8 D6 D0 E6 42 7F DE DD 80 82,"['K', 'E', 'Y', '2']"
Scytale,4e7dc2dc8d8df4c526f083640d2e840c,4C 8F 28 08 E2 D4 63 D4 7D 8C F6 20 DC D5 04 EC,4
Columnar Transposition,16903855e8e3080ab6250fe9705128e4,05 3A 59 14 68 88 6F 08 13 E0 B0 72 95 E0 2E 5E,"['K', 'E', 'Y', '1']"
Columnar Transposition,16903855e8e3080ab6250fe9705128e4,A4 88 02 0E 59 8F 30 5E 05 66 1B 92 31 80 E7 E5,"['K', 'E', 'Y', '2']"
Scytale,16903855e8e3080ab6250fe9705128e4,13 E0 B0 72 68 88 6F 08 95 E0 2E 5E 05 3A 59 14,4
Columnar Transposition,0504088273af2e6203aba85d3cb821d7,42 F2 BD 87 58 3E 38 C1 00 72 0A 32 08 A6 A5 BD,"['K', 'E', 'Y', '1']"
Columnar Transposition,0504088273af2e6203aba85d3cb821d7,27 E1 22 6D 2D 88 0A 85 4B 53 00 0A F8 3C 73 AB,"['K', 'E', 'Y', '2']"
Scytale,0504088273af2e6203aba85d3cb821d7,00 72 0A 32 58 3E 38 C1 08 A6 A5 BD 42 F2 BD 87,4
Columnar Transposition,1c38d97bf7732b9cfdc8a9fd71a7e7f3,8B 3C 8D 73 C9 7B D9 17 1D F2 FA 7E 37 79 CF AF,"['K', 'E', 'Y', '1']"
Columnar Transposition,1c38d97bf7732b9cfdc8a9fd71a7e7f3,C3 B7 2E 9F BD 99 DA 7F 88 CD 1F 3C 37 71 F7 7A,"['K', 'E', 'Y', '2']"
Scytale,1c38d97bf7732b9cfdc8a9fd71a7e7f3,1D F2 FA 7E C9 7B D9 17 37 79 CF AF 8B 3C 8D 73,4
Columnar Transposition,48af414daa12d24ca59714689e1d40f9,FD 2C 78 D9 81 A2 54 E0 44 AD A1 94 A4 14 96 1F,"['K', 'E', 'Y', '1']"
Columnar Transposition,48af414daa12d24ca59714689e1d40f9,C9 20 D4 4F D8 14 41 46 F7 85 4A A9 2D AE A9 11,"['K', 'E', 'Y', '2']"
Scytale,48af414daa12d24ca59714689e1d40f9,44 AD A1 94 81 A2 54 E0 A4 14 96 1F FD 2C 78 D9,4
Columnar Transposition,88201a11891572f664079448a7f9a199,01 56 78 99 8A 92 44 71 81 87 69 AA 21 1F 04 F9,"['K', 'E', 'Y', '1']"
Columnar Transposition,88201a11891572f664079448a7f9a199,69 21 7A F9 18 A4 19 14 07 84 86 20 59 97 8A 1F,"['K', 'E', 'Y', '2']"
Scytale,88201a11891572f664079448a7f9a199,81 87 69 AA 8A 92 44 71 21 1F 04 F9 01 56 78 99,4
Columnar Transposition,1b8b6ba7013d1daa3dfd94418ccb867b,B7 DA D1 BB BB 1D D4 C6 16 01 39 88 8A 3A F4 C7,"['K', 'E', 'Y', '1']"
Columnar Transposition,1b8b6ba7013d1daa3dfd94418ccb867b,AB D6 18 A7 71 B4 69 A4 BD BD 13 8F DB 1C 08 3C,"['K', 'E', 'Y', '2']"
Scytale,1b8b6ba7013d1daa3dfd94418ccb867b,16 01 39 88 BB 1D D4 C6 8A 3A F4 C7 B7 DA D1 BB,4
Columnar Transposition,1d0b93d473e58c5de15deffb63ee2ab8,B4 5D DB E8 D3 3C 1F 3A 19 78 EE 62 0D E5 5F EB,"['K', 'E', 'Y', '1']"
Columnar Transposition,1d0b93d473e58c5de15deffb63ee2ab8,D8 CA 82 5B 4B 3F 9E DF BD D1 1E 05 5E 33 76 EE,"['K', 'E', 'Y', '2']"
Scytale,1d0b93d473e58c5de15deffb63ee2ab8,19 78 EE 62 D3 3C 1F 3A 0D E5 5F EB B4 5D DB E8,4
Columnar Transposition,d9988dba10200b83181bdc75f7f63120,8A 03 B5 60 9D 0B 8C 71 D8 10 1D F3 9B 28 17 F2,"['K', 'E', 'Y', '1']"
Columnar Transposition,d9988dba10200b83181bdc75f7f63120,30 B1 03 82 A5 DC 8D B7 8B 98 D1 91 06 07 1F 2F,"['K', 'E', 'Y', '2']"
Scytale,d9988dba10200b83181bdc75f7f63120,D8 10 1D F3 9D 0B 8C 71 9B 28 17 F2 8A 03 B5 60,4
Columnar Transposition,d2b14a1508d8b4c0ba380bab4b0c6b3a,15 80 8B CA 2A 84 AB BB D4 0B B0 46 B1 DC 3A 03,"['K', 'E', 'Y', '1']"
Columnar Transposition,d2b14a1508d8b4c0ba380bab4b0c6b3a,0A 4B B6 C3 5B AB 40 1A 18 2A DB B3 8C 8B 04 D0,"['K', 'E', 'Y', '2']"
Scytale,d2b14a1508d8b4c0ba380bab4b0c6b3a,D4 0B B0 46 2A 84 AB BB B1 DC 3A 03 15 80 8B CA,4
Columnar Transposition,810d112ff9f5df4b19cc21867c6607f0,DF 5B C6 60 11 9F 91 C7 81 FD 12 70 02 F4 C8 6F,"['K', 'E', 'Y', '1']"
Columnar Transposition,810d112ff9f5df4b19cc21867c6607f0,B0 F7 D0 4F F6 11 12 28 DC 19 81 0C 56 9C F7 F6,"['K', 'E', 'Y', '2']"
Scytale,810d112ff9f5df4b19cc21867c6607f0,81 FD 12 70 11 9F 91 C7 02 F4 C8 6F DF 5B C6 60,4
Columnar Transposition,c49b0486a7aedf438048c82d922f2595,B6 E3 8D F5 44 7F 08 25 C0 AD 8C 92 98 A4 42 29,"['K', 'E', 'Y', '1']"
Columnar Transposition,c49b0486a7aedf438048c82d922f2595,35 F5 D2 49 6D 48 0C 82 B8 40 C8 94 EF 72 A9 A2,"['K', 'E', 'Y', '2']"
Scytale,c49b0486a7aedf438048c82d922f2595,C0 AD 8C 92 44 7F 08 25 98 A4 42 29 B6 E3 8D F5,4
Columnar Transposition,b122ff08df446172a3e77da2aaf58e62,28 42 72 52 1F F1 3D AE BF D6 A7 A8 20 47 EA F6,"['K', 'E', 'Y', '1']"
Columnar Transposition,b122ff08df446172a3e77da2aaf58e62,22 1E 68 76 82 FD F7 0A 27 13 BA 2E 45 FA DA 4F,"['K', 'E', 'Y', '2']"
Scytale,b122ff08df446172a3e77da2aaf58e62,BF D6 A7 A8 1F F1 3D AE 20 47 EA F6 28 42 72 52,4
Columnar Transposition,ae8d3bad6482b29baa4a30e4038bf169,DD 2B A4 B9 EB 42 A0 31 A3 6B A3 0F 8A 89 4E 86,"['K', 'E', 'Y', '1']"
Columnar Transposition,ae8d3bad6482b29baa4a30e4038bf169,B9 21 BF 96 D4 B0 33 AE DA EA AA 84 2B 43 60 88,"['K', 'E', 'Y', '2']"
Scytale,ae8d3bad6482b29baa4a30e4038bf169,A3 6B A3 0F EB 42 A0 31 8A 89 4E 86 DD 2B A4 B9,4
Columnar Transposition,0a116ba3046bc7b68881a82fe1d48b79,13 B6 1F 49 AB 47 88 1B 06 0C 8A E8 1A 6B 82 D7,"['K', 'E', 'Y', '1']"
Columnar Transposition,0a116ba3046bc7b68881a82fe1d48b79,69 7B C8 B7 3F B8 6A A2 11 A8 08 18 B4 41 0E 6D,"['K', 'E', 'Y', '2']"
Scytale,0a116ba3046bc7b68881a82fe1d48b79,06 0C 8A E8 AB 47 88 1B 1A 6B 82 D7 13 B6 1F 49,4
Columnar Transposition,47963bc94da26bae08d9d978b2668ce1,69 2E 98 61 7B DB 89 2C 43 46 0D B8 9C AA D7 6E,"['K', 'E', 'Y', '1']"
Columnar Transposition,47963bc94da26bae08d9d978b2668ce1,E1 BC 68 AE 98 B9 3D C7 69 78 40 9D 26 D2 4B A6,"['K', 'E', 'Y', '2']"
Scytale,47963bc94da26bae08d9d978b2668ce1,43 46 0D B8 7B DB 89 2C 9C AA D7 6E 69 2E 98 61,4
Columnar Transposition,3f0c8ac54225cb5d3a61a7e18e81ed8f,C5 5D 11 1F FA 2B A7 ED 38 4C 3A 8E 0C 25 6E 88,"['K', 'E', 'Y', '1']"
Columnar Transposition,3f0c8ac54225cb5d3a61a7e18e81ed8f,DF BD CE 58 51 A7 8A CE C1 FA 33 06 51 2E 48 28,"['K', 'E', 'Y', '2']"
Scytale,3f0c8ac54225cb5d3a61a7e18e81ed8f,38 4C 3A 8E FA 2B A7 ED 0C 25 6E 88 C5 5D 11 1F,4
Columnar Transposition,c436fa081ea1ba39e295d789a16bfc90,68 19 59 B0 4A EA 27 1C CF 1B ED AF 30 A3 98 69,"['K', 'E', 'Y', '1']"
Columnar Transposition,c436fa081ea1ba39e295d789a16bfc90,90 AC BF 39 89 A7 FD 08 65 42 CE 39 1B E1 1A A6,"['K', 'E', 'Y', '2']"
Scytale,c436fa081ea1ba39e295d789a16bfc90,CF 1B ED AF 4A EA 27 1C 30 A3 98 69 68 19 59 B0,4
Columnar Transposition,64a272f6911de19aaa9b30022e376021,26 DA B2 71 42 11 A0 E0 67 9E A3 26 AF 19 90 32,"['K', 'E', 'Y', '1']"
Columnar Transposition,64a272f6911de19aaa9b30022e376021,A1 10 E6 92 62 20 73 F0 2B 4A 6A A9 D7 1E 92 13,"['K', 'E', 'Y', '2']"
Scytale,64a272f6911de19aaa9b30022e376021,67 9E A3 26 42 11 A0 E0 AF 19 90 32 26 DA B2 71,4
Columnar Transposition,cd45b39442fe89ba4b1f7c26fd921377,54 EA F6 27 D3 29 BC D3 CB 48 47 F1 49 FB 12 97,"['K', 'E', 'Y', '1']"
Columnar Transposition,cd45b39442fe89ba4b1f7c26fd921377,A7 93 81 B7 46 3C B7 92 5F DB C4 41 E2 2D 4F F9,"['K', 'E', 'Y', '2']"
Scytale,cd45b39442fe89ba4b1f7c26fd921377,CB 48 47 F1 D3 29 BC D3 49 FB 12 97 54 EA F6 27,4
Columnar Transposition,dfafa1b80bc52e86eae9842a20d989fd,F8 56 9A 9D F1 BE A4 09 DA 02 E8 28 AB C8 E2 DF,"['K', 'E', 'Y', '1']"
Columnar Transposition,dfafa1b80bc52e86eae9842a20d989fd,6D E9 28 8F 8A 14 A8 B2 F9 FA DE AE 59 B0 02 CD,"['K', 'E', 'Y', '2']"
Scytale,dfafa1b80bc52e86eae9842a20d989fd,DA 02 E8 28 F1 BE A4 09 AB C8 E2 DF F8 56 9A 9D,4
Columnar Transposition,7ab6a049a6c5d73107725492865958f0,69 51 22 90 A0 67 74 68 7A AD 05 85 B4 C3 79 5F,"['K', 'E', 'Y', '1']"
Columnar Transposition,7ab6a049a6c5d73107725492865958f0,10 78 D5 3F 92 04 A5 49 62 A7 70 B7 59 66 A8 C5,"['K', 'E', 'Y', '2']"
Scytale,7ab6a049a6c5d73107725492865958f0,7A AD 05 85 A0 67 74 68 B4 C3 79 5F 69 51 22 90,4
Columnar Transposition,c8cb3af32ecfd5411c2e1d68a58a86f9,B3 F1 E8 A9 8A E5 CD 56 C3 2D 11 A8 CF C4 26 8F,"['K', 'E', 'Y', '1']"
Columnar Transposition,c8cb3af32ecfd5411c2e1d68a58a86f9,19 56 D8 4F 38 AD 31 F6 BE 8C C1 C2 FA E5 2A C8,"['K', 'E', 'Y', '2']"
Scytale,c8cb3af32ecfd5411c2e1d68a58a86f9,C3 2D 11 A8 8A E5 CD 56 CF C4 26 8F B3 F1 E8 A9,4
Columnar Transposition,c9b6e402063506c0541ff01aa673d0a6,62 50 FA 36 94 66 40 60 CE 00 5F AD B0 3C 11 7A,"['K', 'E', 'Y', '1']"
Columnar Transposition,c9b6e402063506c0541ff01aa673d0a6,06 60 0D CA 2A 40 EF 01 6F 94 C5 B1 53 66 0A 37,"['K', 'E', 'Y', '2']"
Scytale,c9b6e402063506c0541ff01aa673d0a6,CE 00 5F AD 94 66 40 60 B0 3C 11 7A 62 50 FA 36,4
Columnar Transposition,ce31ec7a58c977b4b604b256662363c1,1A 94 46 31 EC 87 62 63 CE 57 BB 66 37 CB 05 2C,"['K', 'E', 'Y', '1']"
Columnar Transposition,ce31ec7a58c977b4b604b256662363c1,41 73 76 BC A6 C2 EB 75 14 E6 CB 30 93 86 56 C2,"['K', 'E', 'Y', '2']"
Scytale,ce31ec7a58c977b4b604b256662363c1,CE 57 BB 66 EC 87 62 63 37 CB 05 2C 1A 94 46 31,4
Columnar Transposition,983fb945782016132fd36cd906a74ab8,F5 03 39 78 89 86 FC 6A 9B 71 26 04 34 21 DD AB,"['K', 'E', 'Y', '1']"
Columnar Transposition,983fb945782016132fd36cd906a74ab8,38 6A 14 1B 59 9C B6 4D F3 8F 92 3D 07 86 70 2A,"['K', 'E', 'Y', '2']"
Scytale,983fb945782016132fd36cd906a74ab8,9B 71 26 04 89 86 FC 6A 34 21 DD AB F5 03 39 78,4
Columnar Transposition,449a654dd9f956303dc4f527693f270c,AD 90 47 FC 45 96 D5 97 46 D5 3F 62 94 F3 C2 30,"['K', 'E', 'Y', '1']"
Columnar Transposition,449a654dd9f956303dc4f527693f270c,0C 67 52 30 D7 55 6F 42 A4 4D 43 9C 9F 99 D6 F3,"['K', 'E', 'Y', '2']"
Scytale,449a654dd9f956303dc4f527693f270c,46 D5 3F 62 45 96 D5 97 94 F3 C2 30 AD 90 47 FC,4
Columnar Transposition,344a5960260330b857b67a17ac9428bd,A0 38 67 4D 49 60 7A C8 35 23 57 A2 46 0B B1 9B,"['K', 'E', 'Y', '1']"
Columnar Transposition,344a5960260330b857b67a17ac9428bd,8D 08 32 BB 07 9A 57 61 A6 47 35 4B 34 6C 2A 09,"['K', 'E', 'Y', '2']"
Scytale,344a5960260330b857b67a17ac9428bd,35 23 57 A2 49 60 7A C8 46 0B B1 9B A0 38 67 4D,4
Columnar Transposition,4ecf0ccf2afab3997ecb50c736227b0f,FF A9 B7 2F EC A3 E0 6B 40 2B 75 37 CC F9 CC 20,"['K', 'E', 'Y', '1']"
Columnar Transposition,4ecf0ccf2afab3997ecb50c736227b0f,9F 3B B7 90 F7 C0 05 CC FB EE 47 CC A2 A6 23 F2,"['K', 'E', 'Y', '2']"
Scytale,4ecf0ccf2afab3997ecb50c736227b0f,40 2B 75 37 EC A3 E0 6B CC F9 CC 20 FF A9 B7 2F,4
Columnar Transposition,9cabc2844ba898ea53f299726c485245,B4 8A 22 85 C2 B8 39 C2 9C 49 59 65 A8 AE F7 44,"['K', 'E', 'Y', '1']"
Columnar Transposition,9cabc2844ba898ea53f299726c485245,A5 82 95 E4 42 29 C9 87 B2 C3 95 AF 88 BC 46 A4,"['K', 'E', 'Y', '2']"
Scytale,9cabc2844ba898ea53f299726c485245,9C 49 59 65 C2 B8 39 C2 A8 AE F7 44 B4 8A 22 85,4
Columnar Transposition,d405986f1b1a8ea866a96258d487c800,5F A8 98 70 48 BE 62 48 D9 18 66 DC 06 1A A5 80,"['K', 'E', 'Y', '1']"
Columnar Transposition,d405986f1b1a8ea866a96258d487c800,80 E8 8C A0 F8 82 96 65 59 46 D6 0A A7 B4 1D 18,"['K', 'E', 'Y', '2']"
Scytale,d405986f1b1a8ea866a96258d487c800,D9 18 66 DC 48 BE 62 48 06 1A A5 80 5F A8 98 70,4
Columnar Transposition,cef3699f9f86876bc52fc7012fc22e6c,3F 6B F1 2C E9 F7 57 FE C6 98 CC 22 F9 86 20 C6,"['K', 'E', 'Y', '1']"
Columnar Transposition,cef3699f9f86876bc52fc7012fc22e6c,BC 7E 82 66 F1 97 6C 90 3F E5 CC F2 62 FF 92 8C,"['K', 'E', 'Y', '2']"
Scytale,cef3699f9f86876bc52fc7012fc22e6c,C6 98 CC 22 E9 F7 57 FE F9 86 20 C6 3F 6B F1 2C,4
Columnar Transposition,1ab4b54adc194726882455ccfff5488b,4A 96 4C 5B A5 C7 85 F8 1B D4 85 F4 B4 12 2C F8,"['K', 'E', 'Y', '1']"
